년,월,일,설비용량(MW),공급능력(MW),최대전력(MW),공급예비력(MW),공급예비율(%),최대전력기준일시
2017,03,27,108601,88323,70135,18188,25.9,2017/03/27(10:00)
2017,03,26,108601,87877,57467,30410,52.9,2017/03/26(23:00)
2017,03,25,108601,86606,61395,25211,41.1,2017/03/25(11:00)
2017,03,24,108601,88072,69257,18815,27.2,2017/03/24(10:00)
2017,03,23,108601,87672,69549,18123,26.1,2017/03/23(10:00)
2017,03,22,108601,87657,70170,17487,24.9,2017/03/22(10:00)
2017,03,21,108601,87503,68210,19293,28.3,2017/03/21(20:00)
2017,03,20,108601,87922,69809,18113,25.9,2017/03/20(11:00)
2017,03,19,108601,87910,56890,31020,54.5,2017/03/19(23:00)
2017,03,18,108601,90013,61921,28092,45.4,2017/03/18(10:00)
2017,03,17,108601,91839,70322,21517,30.6,2017/03/17(10:00)
2017,03,16,107703,91482,70775,20707,29.3,2017/03/16(10:00)
2017,03,15,107703,90591,71134,19457,27.4,2017/03/15(10:00)
2017,03,14,107703,91119,70674,20445,28.9,2017/03/14(10:00)
2017,03,13,107703,93327,70385,22942,32.6,2017/03/13(10:00)
2017,03,12,107703,91063,57589,33474,58.1,2017/03/12(01:00)
2017,03,11,107703,90228,62468,27760,44.4,2017/03/11(01:00)
2017,03,10,107703,92047,73349,18698,25.5,2017/03/10(10:00)
2017,03,09,107703,92807,74556,18251,24.5,2017/03/09(10:00)
2017,03,08,107703,92902,76634,16268,21.2,2017/03/08(10:00)
2017,03,07,107098,93840,76756,17084,22.3,2017/03/07(10:00)
2017,03,06,107098,94148,73396,20752,28.3,2017/03/06(10:00)
2017,03,05,107098,91770,58780,32990,56.1,2017/03/05(24:00)
2017,03,04,107098,91420,62651,28769,45.9,2017/03/04(01:00)
2017,03,03,107098,93749,74262,19487,26.2,2017/03/03(10:00)
2017,03,02,107098,92979,75921,17058,22.5,2017/03/02(10:00)
2017,03,01,107098,92104,64523,27581,42.7,2017/03/01(20:00)
2017,02,28,107098,92437,73617,18820,25.6,2017/02/28(10:00)
2017,02,27,107098,93171,73564,19607,26.7,2017/02/27(10:00)
2017,02,26,107098,91375,60444,30931,51.2,2017/02/26(24:00)
2017,02,25,107098,91811,64596,27215,42.1,2017/02/25(01:00)
2017,02,24,107098,92732,75970,16762,22.1,2017/02/24(10:00)
2017,02,23,107098,93526,75909,17617,23.2,2017/02/23(10:00)
2017,02,22,107098,93689,78523,15166,19.3,2017/02/22(11:00)
2017,02,21,107098,93347,77149,16198,21,2017/02/21(10:00)
2017,02,20,107098,93928,76063,17865,23.5,2017/02/20(11:00)
2017,02,19,107098,89643,61553,28090,45.6,2017/02/19(01:00)
2017,02,18,107098,90042,65574,24468,37.3,2017/02/18(11:00)
2017,02,17,107098,96207,74358,21849,29.4,2017/02/17(10:00)
2017,02,16,107098,96295,75604,20691,27.4,2017/02/16(10:00)
2017,02,15,107098,96403,77770,18633,24,2017/02/15(10:00)
2017,02,14,107098,96561,78279,18282,23.4,2017/02/14(10:00)
2017,02,13,107098,96343,79050,17293,21.9,2017/02/13(11:00)
2017,02,12,107098,93782,64047,29735,46.4,2017/02/12(01:00)
2017,02,11,107098,92955,69363,23592,34,2017/02/11(11:00)
2017,02,10,107098,95916,81268,14648,18,2017/02/10(11:00)
2017,02,09,107098,97002,80002,17000,21.2,2017/02/09(10:00)
2017,02,08,107098,96980,79274,17706,22.3,2017/02/08(11:00)
2017,02,07,107098,97305,80163,17142,21.4,2017/02/07(10:00)
2017,02,06,107098,96366,78251,18115,23.1,2017/02/06(10:00)
2017,02,05,107098,94991,62577,32414,51.8,2017/02/05(24:00)
2017,02,04,107098,94172,67533,26639,39.4,2017/02/04(11:00)
2017,02,03,107098,96289,78232,18057,23.1,2017/02/03(10:00)
2017,02,02,107098,96341,80243,16098,20.1,2017/02/02(10:00)
2017,02,01,107098,95220,80173,15047,18.8,2017/02/01(11:00)
2017,01,31,106238,94937,77034,17903,23.2,2017/01/31(11:00)
2017,01,30,106238,91686,62634,29052,46.4,2017/01/30(24:00)
2017,01,29,106238,89100,57667,31433,54.5,2017/01/29(24:00)
2017,01,28,106238,89072,56442,32630,57.8,2017/01/28(01:00)
2017,01,27,106238,91078,62908,28170,44.8,2017/01/27(01:00)
2017,01,26,106238,95631,78670,16961,21.6,2017/01/26(10:00)
2017,01,25,106238,95823,81686,14137,17.3,2017/01/25(10:00)
2017,01,24,106238,96526,82884,13642,16.5,2017/01/24(10:00)
2017,01,23,106238,95443,83657,11786,14.1,2017/01/23(11:00)
2017,01,22,106238,91965,66749,25216,37.8,2017/01/22(24:00)
2017,01,21,106238,90927,71225,19702,27.7,2017/01/21(11:00)
2017,01,20,106238,94284,81765,12519,15.3,2017/01/20(11:00)
2017,01,19,106238,94146,80171,13975,17.4,2017/01/19(10:00)
2017,01,18,106238,95091,79959,15132,18.9,2017/01/18(10:00)
2017,01,17,105866,94280,81681,12599,15.4,2017/01/17(10:00)
2017,01,16,105866,93313,80790,12523,15.5,2017/01/16(11:00)
2017,01,15,105866,91004,66021,24983,37.8,2017/01/15(01:00)
2017,01,14,105866,92828,69894,22934,32.8,2017/01/14(11:00)
2017,01,13,105866,94912,80079,14833,18.5,2017/01/13(11:00)
2017,01,12,105866,94338,78403,15935,20.3,2017/01/12(10:00)
2017,01,11,105866,94862,78898,15964,20.2,2017/01/11(10:00)
2017,01,10,105866,93039,76690,16349,21.3,2017/01/10(10:00)
2017,01,09,105866,92252,75090,17162,22.9,2017/01/09(11:00)
2017,01,08,105866,90644,59058,31586,53.5,2017/01/08(24:00)
2017,01,07,105866,90470,64879,25591,39.4,2017/01/07(11:00)
2017,01,06,105866,92841,74060,18781,25.4,2017/01/06(10:00)
2017,01,05,105866,92474,76304,16170,21.2,2017/01/05(11:00)
2017,01,04,105866,92353,75778,16575,21.9,2017/01/04(10:00)
2017,01,03,105866,94223,75471,18752,24.8,2017/01/03(10:00)
2017,01,02,105866,92573,72901,19672,27,2017/01/02(11:00)
2017,01,01,105866,89861,59234,30627,51.7,2017/01/01(01:00)
2016,12,31,105866,92458,63693,28765,45.2,2016/12/31(01:00)
2016,12,30,105866,93773,76199,17574,23.1,2016/12/30(10:00)
2016,12,29,105866,93229,77900,15329,19.7,2016/12/29(10:00)
2016,12,28,105866,92564,77863,14701,18.9,2016/12/28(10:00)
2016,12,27,105866,92007,76864,15143,19.7,2016/12/27(10:00)
2016,12,26,105866,91610,77204,14406,18.7,2016/12/26(11:00)
2016,12,25,105866,88547,61186,27361,44.7,2016/12/25(01:00)
2016,12,24,105866,90172,66078,24094,36.5,2016/12/24(11:00)
2016,12,23,105866,90894,77048,13846,18,2016/12/23(11:00)
2016,12,22,105866,90449,73690,16759,22.7,2016/12/22(17:00)
2016,12,21,105866,89166,74306,14860,20,2016/12/21(10:00)
2016,12,20,104466,89662,74281,15381,20.7,2016/12/20(10:00)
2016,12,19,104466,91271,76506,14765,19.3,2016/12/19(11:00)
2016,12,18,104466,88826,61057,27769,45.5,2016/12/18(01:00)
2016,12,17,104466,89028,67116,21912,32.6,2016/12/17(11:00)
2016,12,16,104466,93031,79966,13065,16.3,2016/12/16(10:00)
2016,12,15,103299,92819,78945,13874,17.6,2016/12/15(10:00)
2016,12,14,103299,92681,77634,15047,19.4,2016/12/14(11:00)
2016,12,13,103299,92178,76461,15717,20.6,2016/12/13(10:00)
2016,12,12,103299,92578,77426,15152,19.6,2016/12/12(11:00)
2016,12,11,103299,87632,61800,25832,41.8,2016/12/11(24:00)
2016,12,10,103299,85209,65024,20185,31,2016/12/10(11:00)
2016,12,09,103299,91310,73993,17317,23.4,2016/12/09(10:00)
2016,12,08,103299,90628,76313,14315,18.8,2016/12/08(10:00)
2016,12,07,103299,90821,76917,13904,18.1,2016/12/07(10:00)
2016,12,06,103299,90426,74652,15774,21.1,2016/12/06(10:00)
2016,12,05,103299,87795,72596,15199,20.9,2016/12/05(10:00)
2016,12,04,103299,82341,58853,23488,39.9,2016/12/04(24:00)
2016,12,03,103299,83525,62882,20643,32.8,2016/12/03(11:00)
2016,12,02,103299,85671,73589,12082,16.4,2016/12/02(10:00)
2016,12,01,103299,86447,72598,13849,19.1,2016/12/01(18:00)
2016,11,30,103299,85024,74959,10065,13.4,2016/11/30(11:00)
2016,11,29,103299,85937,74156,11781,15.9,2016/11/29(10:00)
2016,11,28,103299,83432,73520,9912,13.5,2016/11/28(18:00)
2016,11,27,103299,75011,59455,15556,26.2,2016/11/27(24:00)
2016,11,26,103299,73620,66203,7417,11.2,2016/11/26(11:00)
2016,11,25,103299,82612,73611,9001,12.2,2016/11/25(10:00)
2016,11,24,103299,83190,74022,9168,12.4,2016/11/24(18:00)
2016,11,23,103299,83056,72066,10990,15.2,2016/11/23(10:00)
2016,11,22,103299,82141,71284,10857,15.2,2016/11/22(18:00)
2016,11,21,103299,80430,68476,11954,17.5,2016/11/21(11:00)
2016,11,20,103299,77873,55821,22052,39.5,2016/11/20(01:00)
2016,11,19,103299,77440,60212,17228,28.6,2016/11/19(11:00)
2016,11,18,103299,83566,67877,15689,23.1,2016/11/18(10:00)
2016,11,17,103299,84260,67768,16492,24.3,2016/11/17(10:00)
2016,11,16,103299,83901,68765,15136,22,2016/11/16(10:00)
2016,11,15,103299,81672,67832,13840,20.4,2016/11/15(19:00)
2016,11,14,103299,80581,66834,13747,20.6,2016/11/14(18:00)
2016,11,13,103299,76063,55217,20846,37.8,2016/11/13(19:00)
2016,11,12,103299,75429,58495,16934,28.9,2016/11/12(10:00)
2016,11,11,103299,81485,67352,14133,21,2016/11/11(10:00)
2016,11,10,103299,82444,69906,12538,17.9,2016/11/10(10:00)
2016,11,09,103299,81574,67885,13689,20.2,2016/11/09(10:00)
2016,11,08,103299,81278,68309,12969,19,2016/11/08(19:00)
2016,11,07,103299,80166,65572,14594,22.3,2016/11/07(18:00)
2016,11,06,103299,76791,55010,21781,39.6,2016/11/06(19:00)
2016,11,05,103299,74244,58041,16203,27.9,2016/11/05(11:00)
2016,11,04,103299,81469,67038,14431,21.5,2016/11/04(10:00)
2016,11,03,103299,81900,68016,13884,20.4,2016/11/03(11:00)
2016,11,02,103299,82339,68711,13628,19.8,2016/11/02(10:00)
2016,11,01,103068,83119,68949,14170,20.6,2016/11/01(19:00)
2016,10,31,103068,78563,68282,10281,15.1,2016/10/31(18:00)
2016,10,30,103068,68186,54656,13530,24.8,2016/10/30(20:00)
2016,10,29,103068,71412,58250,13162,22.6,2016/10/29(11:00)
2016,10,28,103068,78097,65408,12689,19.4,2016/10/28(11:00)
2016,10,27,103068,79533,65786,13747,20.9,2016/10/27(19:00)
2016,10,26,103068,80450,64893,15557,24,2016/10/26(19:00)
2016,10,25,103068,79305,66171,13134,19.8,2016/10/25(19:00)
2016,10,24,103068,78892,65420,13472,20.6,2016/10/24(19:00)
2016,10,23,103068,67737,54151,13586,25.1,2016/10/23(20:00)
2016,10,22,103068,68353,57118,11235,19.7,2016/10/22(11:00)
2016,10,21,103068,76471,64898,11573,17.8,2016/10/21(15:00)
2016,10,20,103068,77231,66271,10960,16.5,2016/10/20(19:00)
2016,10,19,103068,75887,65157,10730,16.5,2016/10/19(19:00)
2016,10,18,103068,76148,66241,9907,15,2016/10/18(19:00)
2016,10,17,103068,76480,65430,11050,16.9,2016/10/17(19:00)
2016,10,16,103068,66094,54441,11653,21.4,2016/10/16(19:00)
2016,10,15,103068,67045,56484,10561,18.7,2016/10/15(19:00)
2016,10,14,103068,76826,64400,12426,19.3,2016/10/14(19:00)
2016,10,13,103068,76509,65420,11089,17,2016/10/13(19:00)
2016,10,12,102018,75340,64249,11091,17.3,2016/10/12(19:00)
2016,10,11,102018,77312,65143,12169,18.7,2016/10/11(19:00)
2016,10,10,102018,77874,64320,13554,21.1,2016/10/10(19:00)
2016,10,09,102018,66322,53219,13103,24.6,2016/10/09(20:00)
2016,10,08,102018,67494,58538,8956,15.3,2016/10/08(01:00)
2016,10,07,102018,77361,66082,11279,17.1,2016/10/07(17:00)
2016,10,06,102018,77712,65864,11848,18,2016/10/06(17:00)
2016,10,05,102018,77328,66398,10930,16.5,2016/10/05(17:00)
2016,10,04,102018,77549,68076,9473,13.9,2016/10/04(17:00)
2016,10,03,102018,72367,59881,12486,20.9,2016/10/03(20:00)
2016,10,02,102018,69881,54396,15485,28.5,2016/10/02(20:00)
2016,10,01,102018,68617,57724,10893,18.9,2016/10/01(11:00)
2016,09,30,102018,81194,65346,15848,24.3,2016/09/30(15:00)
2016,09,29,101025,79489,66486,13003,19.6,2016/09/29(15:00)
2016,09,28,101025,80198,68539,11659,17,2016/09/28(15:00)
2016,09,27,101025,80158,69576,10582,15.2,2016/09/27(15:00)
2016,09,26,101025,80789,68737,12052,17.5,2016/09/26(17:00)
2016,09,25,101025,70298,55864,14434,25.8,2016/09/25(20:00)
2016,09,24,101025,70343,59413,10930,18.4,2016/09/24(15:00)
2016,09,23,101025,81421,67087,14334,21.4,2016/09/23(17:00)
2016,09,22,101025,81501,66526,14975,22.5,2016/09/22(17:00)
2016,09,21,101025,83811,65243,18568,28.5,2016/09/21(17:00)
2016,09,20,101025,84287,65571,18716,28.5,2016/09/20(17:00)
2016,09,19,101025,84281,66807,17474,26.2,2016/09/19(15:00)
2016,09,18,101025,72246,55063,17183,31.2,2016/09/18(20:00)
2016,09,17,101025,69461,52183,17278,33.1,2016/09/17(20:00)
2016,09,16,101025,70906,51254,19652,38.3,2016/09/16(20:00)
2016,09,15,101025,71121,48036,23085,48.1,2016/09/15(20:00)
2016,09,14,101025,71498,50931,20567,40.4,2016/09/14(01:00)
2016,09,13,101025,84097,67051,17046,25.4,2016/09/13(15:00)
2016,09,12,101025,87436,70245,17191,24.5,2016/09/12(15:00)
2016,09,11,101025,76541,59361,17180,28.9,2016/09/11(20:00)
2016,09,10,101025,75753,64267,11486,17.9,2016/09/10(15:00)
2016,09,09,101025,85078,72942,12136,16.6,2016/09/09(15:00)
2016,09,08,101025,85869,72779,13090,18,2016/09/08(15:00)
2016,09,07,101025,85422,74096,11326,15.3,2016/09/07(15:00)
2016,09,06,101025,85469,74763,10706,14.3,2016/09/06(15:00)
2016,09,05,101025,85109,75299,9810,13,2016/09/05(17:00)
2016,09,04,101025,73267,59979,13288,22.2,2016/09/04(20:00)
2016,09,03,101025,75346,62793,12553,20,2016/09/03(15:00)
2016,09,02,101025,88668,70674,17994,25.5,2016/09/02(15:00)
2016,09,01,101025,88838,72151,16687,23.1,2016/09/01(15:00)
2016,08,31,101025,90561,66093,24468,37,2016/08/31(17:00)
2016,08,30,100670,90930,66987,23943,35.7,2016/08/30(17:00)
2016,08,29,100670,91348,67384,23964,35.6,2016/08/29(17:00)
2016,08,28,100670,79409,55005,24404,44.4,2016/08/28(20:00)
2016,08,27,100670,80851,61325,19526,31.8,2016/08/27(15:00)
2016,08,26,100670,90970,71673,19297,26.9,2016/08/26(11:00)
2016,08,25,100670,90720,81780,8940,10.9,2016/08/25(15:00)
2016,08,24,100670,90720,81362,9358,11.5,2016/08/24(17:00)
2016,08,23,100670,90449,82564,7885,9.6,2016/08/23(15:00)
2016,08,22,100670,90425,83731,6694,8,2016/08/22(17:00)
2016,08,21,100180,79171,67470,11701,17.3,2016/08/21(20:00)
2016,08,20,100180,84910,72886,12024,16.5,2016/08/20(15:00)
2016,08,19,100180,91151,82770,8381,10.1,2016/08/19(15:00)
2016,08,18,100180,91084,83742,7342,8.8,2016/08/18(15:00)
2016,08,17,100180,91009,83296,7713,9.3,2016/08/17(15:00)
2016,08,16,100180,90967,83068,7899,9.5,2016/08/16(17:00)
2016,08,15,100180,83695,71947,11748,16.3,2016/08/15(15:00)
2016,08,14,100180,80544,67993,12551,18.5,2016/08/14(21:00)
2016,08,13,100180,83300,74429,8871,11.9,2016/08/13(15:00)
2016,08,12,100180,92395,85183,7212,8.5,2016/08/12(17:00)
2016,08,11,100180,91680,84974,6706,7.9,2016/08/11(17:00)
2016,08,10,100180,92386,83123,9263,11.1,2016/08/10(17:00)
2016,08,09,100180,91440,82724,8716,10.5,2016/08/09(15:00)
2016,08,08,100180,89608,83700,5908,7.1,2016/08/08(15:00)
2016,08,07,100180,76815,67510,9305,13.8,2016/08/07(21:00)
2016,08,06,100180,81236,71602,9634,13.5,2016/08/06(15:00)
2016,08,05,100180,88096,77573,10523,13.6,2016/08/05(15:00)
2016,08,04,100180,88410,75694,12716,16.8,2016/08/04(17:00)
2016,08,03,100180,88676,69613,19063,27.4,2016/08/03(15:00)
2016,08,02,100180,89826,68743,21083,30.7,2016/08/02(15:00)
2016,08,01,100180,89095,68944,20151,29.2,2016/08/01(15:00)
2016,07,31,100180,76193,64469,11724,18.2,2016/07/31(21:00)
2016,07,30,100180,77676,66669,11007,16.5,2016/07/30(15:00)
2016,07,29,100180,86712,76408,10304,13.5,2016/07/29(15:00)
2016,07,28,100180,89311,79547,9764,12.3,2016/07/28(15:00)
2016,07,27,100180,89712,80482,9230,11.5,2016/07/27(15:00)
2016,07,26,100180,88923,81110,7813,9.6,2016/07/26(15:00)
2016,07,25,100180,88990,80215,8775,10.9,2016/07/25(15:00)
2016,07,24,100180,76202,65790,10412,15.8,2016/07/24(21:00)
2016,07,23,100180,79141,69122,10019,14.5,2016/07/23(15:00)
2016,07,22,100180,88555,77815,10740,13.8,2016/07/22(17:00)
2016,07,21,100180,88526,76366,12160,15.9,2016/07/21(17:00)
2016,07,20,100180,88889,76667,12222,15.9,2016/07/20(15:00)
2016,07,19,100180,88635,75150,13485,17.9,2016/07/19(15:00)
2016,07,18,99878,89091,71810,17281,24.1,2016/07/18(17:00)
2016,07,17,99878,76339,57401,18938,33,2016/07/17(21:00)
2016,07,16,99878,78526,62859,15667,24.9,2016/07/16(12:00)
2016,07,15,99878,88032,74767,13265,17.7,2016/07/15(15:00)
2016,07,14,99878,87194,76203,10991,14.4,2016/07/14(15:00)
2016,07,13,99878,86944,76326,10618,13.9,2016/07/13(15:00)
2016,07,12,99878,86506,76630,9876,12.9,2016/07/12(15:00)
2016,07,11,99878,85481,78197,7284,9.3,2016/07/11(15:00)
2016,07,10,99878,73413,61203,12210,20,2016/07/10(21:00)
2016,07,09,99878,74830,66515,8315,12.5,2016/07/09(15:00)
2016,07,08,98948,84847,74997,9850,13.1,2016/07/08(15:00)
2016,07,07,98948,86068,73086,12982,17.8,2016/07/07(15:00)
2016,07,06,98948,86705,71949,14756,20.5,2016/07/06(15:00)
2016,07,05,98948,86753,72993,13760,18.9,2016/07/05(15:00)
2016,07,04,98948,85873,69487,16386,23.6,2016/07/04(15:00)
2016,07,03,98948,75199,56509,18690,33.1,2016/07/03(21:00)
2016,07,02,98948,75644,61952,13692,22.1,2016/07/02(12:00)
2016,07,01,98948,85533,72275,13258,18.3,2016/07/01(15:00)
2016,06,30,98948,83978,72528,11450,15.8,2016/06/30(15:00)
2016,06,29,98948,83457,71556,11901,16.6,2016/06/29(15:00)
2016,06,28,98948,83416,71431,11985,16.8,2016/06/28(15:00)
2016,06,27,98948,83934,70520,13414,19,2016/06/27(15:00)
2016,06,26,98948,71621,56370,15251,27.1,2016/06/26(21:00)
2016,06,25,98948,72876,59406,13470,22.7,2016/06/25(21:00)
2016,06,24,98948,82074,70325,11749,16.7,2016/06/24(15:00)
2016,06,23,98948,80956,72816,8140,11.2,2016/06/23(15:00)
2016,06,22,98948,81593,72340,9253,12.8,2016/06/22(15:00)
2016,06,21,98948,80966,72018,8948,12.4,2016/06/21(15:00)
2016,06,20,98948,80999,71333,9666,13.6,2016/06/20(15:00)
2016,06,19,98948,71404,57111,14293,25,2016/06/19(21:00)
2016,06,18,98948,70240,61326,8914,14.5,2016/06/18(15:00)
2016,06,17,98948,81941,69037,12904,18.7,2016/06/17(17:00)
2016,06,16,98948,81864,67964,13900,20.5,2016/06/16(15:00)
2016,06,15,98948,82117,68154,13963,20.5,2016/06/15(15:00)
2016,06,14,98948,80985,69628,11357,16.3,2016/06/14(15:00)
2016,06,13,98948,79589,69342,10247,14.8,2016/06/13(17:00)
2016,06,12,98948,70120,56360,13760,24.4,2016/06/12(21:00)
2016,06,11,98948,72076,61226,10850,17.7,2016/06/11(15:00)
2016,06,10,98948,79214,69908,9306,13.3,2016/06/10(15:00)
2016,06,09,98948,80280,68792,11488,16.7,2016/06/09(17:00)
2016,06,08,98948,80661,67384,13277,19.7,2016/06/08(15:00)
2016,06,07,98948,80807,66902,13905,20.8,2016/06/07(17:00)
2016,06,06,98948,72901,58231,14670,25.2,2016/06/06(15:00)
2016,06,05,98948,71323,54852,16471,30,2016/06/05(21:00)
2016,06,04,98948,71809,58332,13477,23.1,2016/06/04(12:00)
2016,06,03,98948,80650,67242,13408,19.9,2016/06/03(15:00)
2016,06,02,98948,80301,67243,13058,19.4,2016/06/02(17:00)
2016,06,01,98948,79870,66550,13320,20,2016/06/01(17:00)
2016,05,31,98948,80087,68011,12076,17.8,2016/05/31(15:00)
2016,05,30,98948,78211,67467,10744,15.9,2016/05/30(17:00)
2016,05,29,98948,71377,54762,16615,30.3,2016/05/29(21:00)
2016,05,28,98948,71910,58181,13729,23.6,2016/05/28(12:00)
2016,05,27,98948,77748,66831,10917,16.3,2016/05/27(15:00)
2016,05,26,98948,79616,66201,13415,20.3,2016/05/26(17:00)
2016,05,25,98948,78513,65014,13499,20.8,2016/05/25(17:00)
2016,05,24,98948,78445,65836,12609,19.2,2016/05/24(11:00)
2016,05,23,98948,78012,66919,11093,16.6,2016/05/23(17:00)
2016,05,22,98948,71452,54753,16699,30.5,2016/05/22(21:00)
2016,05,21,98948,72681,57439,15242,26.5,2016/05/21(21:00)
2016,05,20,98948,77682,66044,11638,17.6,2016/05/20(17:00)
2016,05,19,98948,77843,66331,11512,17.4,2016/05/19(17:00)
2016,05,18,98948,77528,64944,12584,19.4,2016/05/18(17:00)
2016,05,17,98948,77333,63763,13570,21.3,2016/05/17(17:00)
2016,05,16,98948,77734,62267,15467,24.8,2016/05/16(17:00)
2016,05,15,98948,73973,53811,20162,37.5,2016/05/15(21:00)
2016,05,14,98948,73290,55611,17679,31.8,2016/05/14(21:00)
2016,05,13,98948,79581,63059,16522,26.2,2016/05/13(17:00)
2016,05,12,98948,78180,63305,14875,23.5,2016/05/12(17:00)
2016,05,11,98948,78974,62605,16369,26.1,2016/05/11(17:00)
2016,05,10,98948,79134,64634,14500,22.4,2016/05/10(11:00)
2016,05,09,98948,77645,63579,14066,22.1,2016/05/09(17:00)
2016,05,08,98948,75249,52557,22692,43.2,2016/05/08(21:00)
2016,05,07,98948,75354,53034,22320,42.1,2016/05/07(21:00)
2016,05,06,98948,80494,57534,22960,39.9,2016/05/06(11:00)
2016,05,05,98948,78957,56793,22164,39,2016/05/05(21:00)
2016,05,04,98948,81780,60799,20981,34.5,2016/05/04(10:00)
2016,05,03,98948,81749,64682,17067,26.4,2016/05/03(11:00)
2016,05,02,98948,80915,63788,17127,26.8,2016/05/02(17:00)
2016,05,01,98948,75485,52528,22957,43.7,2016/05/01(21:00)
2016,04,30,98948,76444,54824,21620,39.4,2016/04/30(11:00)
2016,04,29,98948,80891,61635,19256,31.2,2016/04/29(11:00)
2016,04,28,98948,81851,62761,19090,30.4,2016/04/28(11:00)
2016,04,27,98948,81832,64566,17266,26.7,2016/04/27(15:00)
2016,04,26,98948,80954,63140,17814,28.2,2016/04/26(17:00)
2016,04,25,98948,81817,61770,20047,32.5,2016/04/25(20:00)
2016,04,24,98948,78123,53148,24975,47,2016/04/24(21:00)
2016,04,23,98948,78138,56709,21429,37.8,2016/04/23(11:00)
2016,04,22,98948,81163,62611,18552,29.6,2016/04/22(17:00)
2016,04,21,98948,81849,65489,16360,25,2016/04/21(11:00)
2016,04,20,98796,81465,63040,18425,29.2,2016/04/20(17:00)
2016,04,19,98796,82269,63025,19244,30.5,2016/04/19(20:00)
2016,04,18,98796,82442,63016,19426,30.8,2016/04/18(20:00)
2016,04,17,98796,76164,53629,22535,42,2016/04/17(21:00)
2016,04,16,98796,76726,56605,20121,35.5,2016/04/16(12:00)
2016,04,15,98796,84266,62730,21536,34.3,2016/04/15(10:00)
2016,04,14,98796,83922,64045,19877,31,2016/04/14(11:00)
2016,04,13,98796,85256,61592,23664,38.4,2016/04/13(11:00)
2016,04,12,98796,84871,63629,21242,33.4,2016/04/12(10:00)
2016,04,11,98796,84966,63842,21124,33.1,2016/04/11(20:00)
2016,04,10,98796,80722,53991,26731,49.5,2016/04/10(21:00)
2016,04,09,98796,79445,56897,22548,39.6,2016/04/09(11:00)
2016,04,08,98796,85758,64364,21394,33.2,2016/04/08(10:00)
2016,04,07,98796,86048,65765,20283,30.8,2016/04/07(10:00)
2016,04,06,98796,86168,63973,22195,34.7,2016/04/06(10:00)
2016,04,05,98796,85987,63821,22166,34.7,2016/04/05(10:00)
2016,04,04,98796,86308,64622,21686,33.6,2016/04/04(11:00)
2016,04,03,98796,80805,54758,26047,47.6,2016/04/03(23:00)
2016,04,02,98796,81090,56000,25090,44.8,2016/04/02(11:00)
2016,04,01,98796,89366,63321,26045,41.1,2016/04/01(10:00)
2016,03,31,98796,88016,65372,22644,34.6,2016/03/31(10:00)
2016,03,30,98796,88014,65286,22728,34.8,2016/03/30(10:00)
2016,03,29,98796,87122,66996,20126,30,2016/03/29(10:00)
2016,03,28,98796,87978,66453,21525,32.4,2016/03/28(10:00)
2016,03,27,98796,83309,56066,27243,48.6,2016/03/27(23:00)
2016,03,26,98796,86163,59204,26959,45.5,2016/03/26(01:00)
2016,03,25,98796,88950,67803,21147,31.2,2016/03/25(10:00)
2016,03,24,98796,88005,67411,20594,30.5,2016/03/24(10:00)
2016,03,23,98796,86797,66518,20279,30.5,2016/03/23(10:00)
2016,03,22,98796,86880,66468,20412,30.7,2016/03/22(10:00)
2016,03,21,98796,90330,65976,24354,36.9,2016/03/21(10:00)
2016,03,20,98796,85864,55692,30172,54.2,2016/03/20(23:00)
2016,03,19,98796,84259,58798,25461,43.3,2016/03/19(10:00)
2016,03,18,98796,88762,68855,19907,28.9,2016/03/18(10:00)
2016,03,17,98796,88176,68585,19591,28.6,2016/03/17(10:00)
2016,03,16,98796,85861,70048,15813,22.6,2016/03/16(10:00)
2016,03,15,98796,88001,71249,16752,23.5,2016/03/15(10:00)
2016,03,14,98796,85600,71811,13789,19.2,2016/03/14(10:00)
2016,03,13,98796,81728,58472,23256,39.8,2016/03/13(24:00)
2016,03,12,98796,80319,63026,17293,27.4,2016/03/12(11:00)
2016,03,11,98796,86383,73355,13028,17.8,2016/03/11(10:00)
2016,03,10,98796,84830,73534,11296,15.4,2016/03/10(10:00)
2016,03,09,98796,85282,73394,11888,16.2,2016/03/09(10:00)
2016,03,08,98796,84776,71496,13280,18.6,2016/03/08(11:00)
2016,03,07,98796,85296,68654,16642,24.2,2016/03/07(10:00)
2016,03,06,98796,80856,56541,24315,43,2016/03/06(23:00)
2016,03,05,98796,79847,61088,18759,30.7,2016/03/05(11:00)
2016,03,04,98796,83372,71181,12191,17.1,2016/03/04(10:00)
2016,03,03,98796,84410,73339,11071,15.1,2016/03/03(10:00)
2016,03,02,98796,85097,75697,9400,12.4,2016/03/02(10:00)
2016,03,01,98796,85747,65659,20088,30.6,2016/03/01(24:00)
2016,02,29,98796,87502,75081,12421,16.5,2016/02/29(11:00)
2016,02,28,98796,82309,60454,21855,36.2,2016/02/28(24:00)
2016,02,27,98190,85576,62835,22741,36.2,2016/02/27(11:00)
2016,02,26,98190,88805,74143,14662,19.8,2016/02/26(10:00)
2016,02,25,98190,89978,74692,15286,20.5,2016/02/25(10:00)
2016,02,24,98190,91005,74895,16110,21.5,2016/02/24(11:00)
2016,02,23,98190,91110,73020,18090,24.8,2016/02/23(10:00)
2016,02,22,98190,91271,75055,16216,21.6,2016/02/22(11:00)
